"season","team","conference","statName","statValue"
2022,"Oklahoma State","Big 12","passesIntercepted",13
2022,"Oklahoma","Big 12","thirdDownConversions",80
2022,"Louisiana","Sun Belt","kickReturnTDs",0
2022,"Northwestern","Big Ten","puntReturns",8
2022,"West Virginia","Big 12","rushingTDs",24
2022,"Houston","American Athletic","totalYards",5929
2022,"Arkansas State","Sun Belt","passCompletions",247
2022,"Oklahoma","Big 12","interceptionYards",131
2022,"Nevada","Mountain West","penaltyYards",661
2022,"Georgia Southern","Sun Belt","penaltyYards",595
2022,"Kentucky","SEC","firstDowns",229
2022,"Minnesota","Big Ten","firstDowns",280
2022,"North Texas","Conference USA","possessionTime",22978
2022,"Troy","Sun Belt","rushingYards",1626
2022,"North Texas","Conference USA","interceptionTDs",1
2022,"Nebraska","Big Ten","puntReturnTDs",1
2022,"Ole Miss","SEC","interceptions",11
2022,"Washington State","Pac-12","games",13
2022,"San Diego State","Mountain West","interceptions",14
2022,"Southern Mississippi","Sun Belt","puntReturns",26
2022,"South Carolina","SEC","kickReturns",23
2022,"Louisiana Tech","Conference USA","kickReturnYards",745
2022,"UCF","American Athletic","penaltyYards",649
2022,"Nebraska","Big Ten","totalYards",4130
2022,"New Mexico State","FBS Independents","rushingAttempts",454
2022,"Utah State","Mountain West","passingTDs",18
2022,"Arkansas","SEC","turnovers",18
2022,"Iowa","Big Ten","interceptionTDs",4
2022,"Clemson","ACC","possessionTime",26214
2022,"Texas State","Sun Belt","passCompletions",274
2022,"Texas Tech","Big 12","puntReturnTDs",0
2022,"Clemson","ACC","thirdDowns",211
2022,"Arkansas","SEC","puntReturnTDs",1
2022,"UNLV","Mountain West","totalYards",4227
2022,"New Mexico","Mountain West","interceptionTDs",1
2022,"Rutgers","Big Ten","rushingTDs",11
2022,"Kentucky","SEC","interceptionYards",144
2022,"Michigan State","Big Ten","thirdDowns",152
2022,"Oklahoma State","Big 12","thirdDownConversions",72
2022,"Georgia","SEC","passesIntercepted",12
2022,"Oregon State","Pac-12","passingTDs",16
2022,"Maryland","Big Ten","games",13
2022,"West Virginia","Big 12","puntReturnTDs",0
2022,"Georgia","SEC","kickReturns",22
2022,"Wyoming","Mountain West","sacks",37
2022,"Army","FBS Independents","kickReturnTDs",0
2022,"Washington State","Pac-12","penalties",70
2022,"Ball State","Mid-American","thirdDownConversions",67
2022,"Iowa State","Big 12","interceptions",15
2022,"Western Michigan","Mid-American","thirdDownConversions",58
2022,"Middle Tennessee","Conference USA","tacklesForLoss",83
2022,"Louisiana Tech","Conference USA","puntReturns",21
2022,"Hawai'i","Mountain West","kickReturnYards",631
2022,"TCU","Big 12","penaltyYards",744
2022,"Michigan State","Big Ten","interceptionYards",32
2022,"East Carolina","American Athletic","puntReturnTDs",0
2022,"Bowling Green","Mid-American","possessionTime",22628
2022,"Texas","Big 12","fourthDownConversions",12
2022,"Air Force","Mountain West","fourthDownConversions",21
2022,"Coastal Carolina","Sun Belt","tacklesForLoss",79
2022,"Georgia Southern","Sun Belt","puntReturns",19
2022,"Missouri","SEC","totalYards",4805
2022,"North Carolina","ACC","interceptionTDs",0
2022,"Buffalo","Mid-American","interceptionTDs",1
2022,"Buffalo","Mid-American","rushingAttempts",512
2022,"Ohio State","Big Ten","fourthDowns",17
2022,"Liberty","FBS Independents","games",13
2022,"Vanderbilt","SEC","games",12
2022,"Rice","Conference USA","thirdDownConversions",72
2022,"Florida","SEC","turnovers",14
2022,"Arizona","Pac-12","puntReturns",13
2022,"Old Dominion","Sun Belt","fourthDownConversions",8
2022,"Boston College","ACC","tacklesForLoss",82
2022,"Ohio","Mid-American","fourthDownConversions",6
2022,"Texas A&M","SEC","passAttempts",391
2022,"Notre Dame","FBS Independents","penaltyYards",550
2022,"Arizona State","Pac-12","interceptions",10
2022,"Colorado","Pac-12","turnovers",22
2022,"Arizona","Pac-12","turnovers",21
2022,"New Mexico","Mountain West","passingTDs",3
2022,"Utah","Pac-12","interceptionTDs",3
2022,"Toledo","Mid-American","rushingAttempts",580
2022,"Arizona State","Pac-12","firstDowns",254
2022,"TCU","Big 12","thirdDowns",201
2022,"SMU","American Athletic","interceptionYards",113
2022,"Notre Dame","FBS Independents","firstDowns",281
2022,"Army","FBS Independents","passAttempts",104
2022,"Connecticut","FBS Independents","puntReturnTDs",0
2022,"Miami","ACC","passCompletions",256
2022,"Tennessee","SEC","rushingYards",2593
2022,"Iowa State","Big 12","firstDowns",245
2022,"Florida State","ACC","kickReturnYards",389
2022,"Arizona","Pac-12","puntReturnYards",93
2022,"Georgia Tech","ACC","kickReturnTDs",0
2022,"Miami (OH)","Mid-American","passAttempts",337
2022,"East Carolina","American Athletic","kickReturnTDs",1
2022,"Florida Atlantic","Conference USA","kickReturnTDs",0
2022,"LSU","SEC","tacklesForLoss",67
2022,"Georgia State","Sun Belt","passAttempts",297
2022,"Alabama","SEC","penalties",103
2022,"Purdue","Big Ten","sacks",27
2022,"North Carolina","ACC","penaltyYards",774
2022,"Alabama","SEC","rushingYards",2544
2022,"Troy","Sun Belt","thirdDownConversions",56
2022,"Michigan","Big Ten","passingTDs",24
2022,"James Madison","Sun Belt","passCompletions",200
2022,"Georgia Tech","ACC","turnovers",13
2022,"Navy","American Athletic","thirdDownConversions",74
2022,"Tennessee","SEC","totalYards",6832
2022,"Northern Illinois","Mid-American","penaltyYards",750
2022,"Florida International","Conference USA","fumblesRecovered",12
2022,"Illinois","Big Ten","puntReturnYards",147
2022,"NC State","ACC","sacks",28
2022,"Hawai'i","Mountain West","passesIntercepted",10
2022,"Northern Illinois","Mid-American","kickReturnTDs",0
2022,"West Virginia","Big 12","kickReturnYards",444
2022,"Wisconsin","Big Ten","totalYards",4727
2022,"Akron","Mid-American","kickReturnTDs",0
2022,"Boston College","ACC","penalties",72
2022,"Army","FBS Independents","fourthDowns",30
2022,"Tulsa","American Athletic","games",12
2022,"South Alabama","Sun Belt","games",13
2022,"Notre Dame","FBS Independents","passingTDs",25
2022,"Navy","American Athletic","puntReturnYards",147
2022,"UCLA","Pac-12","possessionTime",21338
2022,"California","Pac-12","kickReturns",20
2022,"UTEP","Conference USA","rushingYards",2006
2022,"Washington State","Pac-12","turnovers",17
2022,"Ohio State","Big Ten","sacks",34
2022,"South Florida","American Athletic","fumblesRecovered",14
2022,"Duke","ACC","puntReturnTDs",1
2022,"Oregon","Pac-12","kickReturnYards",523
2022,"Baylor","Big 12","kickReturnTDs",0
2022,"Georgia","SEC","netPassingYards",4437
2022,"Louisiana Monroe","Sun Belt","firstDowns",213
2022,"San Diego State","Mountain West","possessionTime",24136
2022,"LSU","SEC","turnovers",19
2022,"Illinois","Big Ten","possessionTime",25505
2022,"Florida","SEC","puntReturnTDs",0
2022,"Navy","American Athletic","rushingTDs",22
2022,"Akron","Mid-American","rushingYards",1026
2022,"Virginia","ACC","fumblesLost",10
2022,"USC","Pac-12","thirdDownConversions",91
2022,"New Mexico State","FBS Independents","netPassingYards",2199
2022,"Fresno State","Mountain West","turnovers",14
2022,"West Virginia","Big 12","sacks",26
2022,"Rice","Conference USA","turnovers",32
2022,"Georgia","SEC","sacks",35
2022,"UAB","Conference USA","totalYards",5697
2022,"Texas State","Sun Belt","totalYards",3885
2022,"South Alabama","Sun Belt","rushingAttempts",504
2022,"Tulsa","American Athletic","totalYards",4942
2022,"UT San Antonio","Conference USA","games",14
2022,"Clemson","ACC","kickReturnTDs",0
2022,"Vanderbilt","SEC","puntReturnYards",42
2022,"Eastern Michigan","Mid-American","passCompletions",245
2022,"Syracuse","ACC","penalties",112
2022,"Central Michigan","Mid-American","puntReturnYards",111
2022,"UTEP","Conference USA","passAttempts",380
2022,"Pittsburgh","ACC","possessionTime",25923
2022,"Southern Mississippi","Sun Belt","fumblesRecovered",7
2022,"Houston","American Athletic","sacks",28
2022,"USC","Pac-12","passCompletions",344
2022,"Middle Tennessee","Conference USA","interceptions",11
2022,"Michigan","Big Ten","puntReturns",33
2022,"Mississippi State","SEC","fumblesRecovered",11
2022,"Northern Illinois","Mid-American","tacklesForLoss",55
2022,"Miami (OH)","Mid-American","puntReturnTDs",0
2022,"Texas","Big 12","fumblesRecovered",7
2022,"Toledo","Mid-American","passesIntercepted",12
2022,"Buffalo","Mid-American","kickReturns",28
2022,"East Carolina","American Athletic","fourthDowns",29
2022,"BYU","FBS Independents","penaltyYards",692
2022,"New Mexico State","FBS Independents","fourthDownConversions",11
2022,"Florida Atlantic","Conference USA","thirdDownConversions",81
2022,"Oregon","Pac-12","netPassingYards",3703
2022,"Florida State","ACC","rushingAttempts",509
2022,"Coastal Carolina","Sun Belt","puntReturnYards",79
2022,"UMass","FBS Independents","penalties",91
2022,"Miami (OH)","Mid-American","totalYards",3983
2022,"Texas Tech","Big 12","sacks",29
2022,"Wisconsin","Big Ten","penaltyYards",751
2022,"Auburn","SEC","rushingTDs",25
2022,"Michigan","Big Ten","sacks",37
2022,"Florida Atlantic","Conference USA","possessionTime",20769
2022,"Colorado State","Mountain West","firstDowns",176
2022,"North Texas","Conference USA","passAttempts",430
2022,"San Diego State","Mountain West","puntReturnYards",176
2022,"South Alabama","Sun Belt","puntReturnTDs",1
2022,"Baylor","Big 12","fumblesLost",7
2022,"Colorado State","Mountain West","sacks",22
2022,"Georgia","SEC","kickReturnYards",437
2022,"TCU","Big 12","netPassingYards",3926
2022,"Louisiana Tech","Conference USA","interceptionTDs",2
2022,"TCU","Big 12","fourthDownConversions",14
2022,"Troy","Sun Belt","puntReturns",14
2022,"Maryland","Big Ten","puntReturns",23
2022,"Indiana","Big Ten","puntReturnYards",45
2022,"Vanderbilt","SEC","rushingYards",1919
2022,"UAB","Conference USA","interceptionTDs",1
2022,"Florida State","ACC","penaltyYards",753
2022,"Memphis","American Athletic","tacklesForLoss",60
2022,"Illinois","Big Ten","penalties",83
2022,"UCLA","Pac-12","totalYards",6546
2022,"Duke","ACC","thirdDowns",171
2022,"Baylor","Big 12","tacklesForLoss",60
2022,"Army","FBS Independents","netPassingYards",924
2022,"San Diego State","Mountain West","puntReturnTDs",3
2022,"Bowling Green","Mid-American","puntReturnYards",200
2022,"Florida Atlantic","Conference USA","tacklesForLoss",52
2022,"Nevada","Mountain West","passCompletions",217
2022,"South Carolina","SEC","fourthDownConversions",13
2022,"Auburn","SEC","fourthDowns",22
2022,"Syracuse","ACC","rushingYards",1860
2022,"James Madison","Sun Belt","netPassingYards",2918
2022,"Vanderbilt","SEC","rushingTDs",13
2022,"Minnesota","Big Ten","kickReturnYards",543
2022,"Florida International","Conference USA","rushingAttempts",356
2022,"Washington","Pac-12","interceptionTDs",0
2022,"Mississippi State","SEC","passesIntercepted",14
2022,"Michigan","Big Ten","totalYards",6422
2022,"Boston College","ACC","puntReturns",14
2022,"Syracuse","ACC","rushingTDs",21
2022,"TCU","Big 12","kickReturnTDs",0
2022,"Akron","Mid-American","passCompletions",296
2022,"Air Force","Mountain West","interceptionTDs",0
2022,"Washington State","Pac-12","netPassingYards",3286
2022,"San Diego State","Mountain West","interceptionTDs",0
2022,"Texas A&M","SEC","rushingTDs",12
2022,"Oklahoma","Big 12","passAttempts",407
2022,"Clemson","ACC","tacklesForLoss",106
2022,"Coastal Carolina","Sun Belt","interceptionTDs",0
2022,"Kansas State","Big 12","kickReturnTDs",0
2022,"Ohio","Mid-American","passAttempts",464
2022,"Florida State","ACC","puntReturnTDs",0
2022,"Pittsburgh","ACC","firstDowns",279
2022,"Boise State","Mountain West","rushingTDs",27
2022,"Tennessee","SEC","passAttempts",422
2022,"Washington State","Pac-12","rushingYards",1395
2022,"Navy","American Athletic","penalties",46
2022,"New Mexico State","FBS Independents","interceptionYards",30
2022,"Minnesota","Big Ten","fumblesLost",4
2022,"North Carolina","ACC","rushingAttempts",509
2022,"Arkansas State","Sun Belt","puntReturnYards",96
2022,"Northern Illinois","Mid-American","puntReturnTDs",0
2022,"NC State","ACC","kickReturnYards",438
2022,"Ohio State","Big Ten","tacklesForLoss",84
2022,"Buffalo","Mid-American","fumblesRecovered",15
2022,"North Carolina","ACC","puntReturnTDs",0
2022,"Nevada","Mountain West","sacks",26
2022,"Hawai'i","Mountain West","firstDowns",244
2022,"Indiana","Big Ten","interceptionYards",10
2022,"Texas State","Sun Belt","passingTDs",19
2022,"SMU","American Athletic","kickReturns",25
2022,"Louisiana Tech","Conference USA","puntReturnTDs",0
2022,"Florida State","ACC","fumblesRecovered",10
2022,"Iowa State","Big 12","rushingAttempts",394
2022,"Texas State","Sun Belt","fumblesLost",7
2022,"Florida State","ACC","passesIntercepted",8
2022,"Tulsa","American Athletic","netPassingYards",3278
2022,"San José State","Mountain West","rushingAttempts",343
2022,"Ball State","Mid-American","fourthDownConversions",6
2022,"Texas Tech","Big 12","thirdDownConversions",77
2022,"BYU","FBS Independents","netPassingYards",3246
2022,"Arkansas","SEC","kickReturns",9
2022,"Ohio","Mid-American","rushingYards",2008
2022,"Oklahoma","Big 12","kickReturnTDs",0
2022,"USC","Pac-12","fumblesRecovered",11
2022,"LSU","SEC","penalties",84
2022,"Buffalo","Mid-American","rushingTDs",22
2022,"UT San Antonio","Conference USA","passCompletions",341
2022,"Florida State","ACC","games",13
2022,"UAB","Conference USA","tacklesForLoss",61
2022,"Ball State","Mid-American","kickReturns",22
2022,"Texas Tech","Big 12","rushingYards",2073
2022,"Coastal Carolina","Sun Belt","penalties",81
2022,"Utah State","Mountain West","rushingYards",2071
2022,"Middle Tennessee","Conference USA","fumblesLost",7
2022,"New Mexico State","FBS Independents","kickReturnYards",267
2022,"UCLA","Pac-12","puntReturnYards",56
2022,"Arizona State","Pac-12","passesIntercepted",11
2022,"Georgia Tech","ACC","fourthDowns",21
2022,"Wake Forest","ACC","puntReturnTDs",0
2022,"Georgia Southern","Sun Belt","interceptionTDs",1
2022,"NC State","ACC","netPassingYards",2939
2022,"Nebraska","Big Ten","interceptions",13
2022,"Texas A&M","SEC","games",12
2022,"Mississippi State","SEC","firstDowns",296
2022,"Hawai'i","Mountain West","games",13
2022,"Air Force","Mountain West","puntReturns",4
2022,"Alabama","SEC","sacks",38
2022,"Old Dominion","Sun Belt","kickReturnTDs",0
2022,"North Carolina","ACC","passesIntercepted",9
2022,"West Virginia","Big 12","rushingYards",2058
2022,"Georgia","SEC","passAttempts",492
2022,"Wake Forest","ACC","turnovers",19
2022,"Middle Tennessee","Conference USA","passAttempts",512
2022,"Northern Illinois","Mid-American","turnovers",16
2022,"Fresno State","Mountain West","rushingYards",1862
2022,"West Virginia","Big 12","puntReturnYards",73
2022,"Texas Tech","Big 12","interceptionTDs",0
2022,"Connecticut","FBS Independents","netPassingYards",1456
2022,"UCF","American Athletic","kickReturnYards",616
2022,"Oklahoma State","Big 12","netPassingYards",3634
2022,"UCLA","Pac-12","puntReturns",11
2022,"Arizona","Pac-12","possessionTime",20202
2022,"Oklahoma State","Big 12","thirdDowns",204
2022,"Purdue","Big Ten","puntReturnYards",164
2022,"Stanford","Pac-12","rushingYards",1288
2022,"Ohio","Mid-American","interceptionTDs",0
2022,"BYU","FBS Independents","fumblesLost",3
2022,"Kent State","Mid-American","puntReturns",17
2022,"Texas","Big 12","passAttempts",405
2022,"James Madison","Sun Belt","passAttempts",327
2022,"Georgia Southern","Sun Belt","interceptions",16
2022,"UCF","American Athletic","fumblesLost",12
2022,"Miami (OH)","Mid-American","firstDowns",223
2022,"Florida Atlantic","Conference USA","rushingYards",2210
2022,"Mississippi State","SEC","interceptionYards",294
2022,"Baylor","Big 12","thirdDownConversions",72
2022,"Ball State","Mid-American","passingTDs",18
2022,"South Carolina","SEC","penaltyYards",814
2022,"UNLV","Mountain West","fourthDowns",19
2022,"Utah","Pac-12","netPassingYards",3489
2022,"Florida","SEC","tacklesForLoss",70
2022,"Colorado","Pac-12","interceptions",10
2022,"Arizona","Pac-12","passesIntercepted",4
2022,"New Mexico","Mountain West","thirdDownConversions",35
2022,"Colorado State","Mountain West","puntReturns",20
2022,"East Carolina","American Athletic","passAttempts",484
2022,"Wake Forest","ACC","passingTDs",43
2022,"San Diego State","Mountain West","passCompletions",185
2022,"Texas State","Sun Belt","kickReturnTDs",0
2022,"Marshall","Sun Belt","sacks",37
2022,"Louisiana Monroe","Sun Belt","fourthDowns",14
2022,"Eastern Michigan","Mid-American","rushingTDs",25
2022,"UMass","FBS Independents","fumblesLost",5
2022,"Southern Mississippi","Sun Belt","possessionTime",22334
2022,"Missouri","SEC","penaltyYards",828
2022,"LSU","SEC","kickReturnTDs",0
2022,"Iowa","Big Ten","netPassingYards",2037
2022,"Middle Tennessee","Conference USA","kickReturnYards",348
2022,"South Alabama","Sun Belt","interceptions",12
2022,"Troy","Sun Belt","rushingTDs",21
2022,"Northwestern","Big Ten","fumblesRecovered",12
2022,"Northwestern","Big Ten","fourthDowns",39
2022,"Stanford","Pac-12","rushingAttempts",376
2022,"Wisconsin","Big Ten","rushingYards",2337
2022,"Texas","Big 12","fourthDowns",22
2022,"Hawai'i","Mountain West","puntReturnTDs",0
2022,"Louisiana Monroe","Sun Belt","fumblesRecovered",4
2022,"Purdue","Big Ten","possessionTime",26767
2022,"Purdue","Big Ten","penalties",74
2022,"Purdue","Big Ten","interceptionYards",289
2022,"Western Kentucky","Conference USA","fourthDownConversions",14
2022,"Tennessee","SEC","fumblesLost",8
2022,"Louisiana Monroe","Sun Belt","sacks",20
2022,"Oklahoma State","Big 12","fourthDowns",16
2022,"Iowa","Big Ten","rushingYards",1234
2022,"New Mexico State","FBS Independents","passAttempts",305
2022,"Boise State","Mountain West","totalYards",5400
2022,"USC","Pac-12","interceptions",5
2022,"Kansas","Big 12","possessionTime",22494
2022,"Texas","Big 12","rushingYards",2444
2022,"Michigan State","Big Ten","interceptions",12
2022,"Louisiana Tech","Conference USA","fumblesRecovered",19
2022,"Louisiana Monroe","Sun Belt","kickReturns",29
2022,"Kansas State","Big 12","interceptionYards",101
2022,"Iowa","Big Ten","turnovers",17
2022,"Middle Tennessee","Conference USA","turnovers",18
2022,"Miami (OH)","Mid-American","turnovers",11
2022,"Northwestern","Big Ten","tacklesForLoss",54
2022,"Stanford","Pac-12","interceptionYards",3
2022,"Colorado","Pac-12","rushingAttempts",387
2022,"Texas State","Sun Belt","puntReturns",17
2022,"Toledo","Mid-American","fumblesRecovered",10
2022,"San José State","Mountain West","passesIntercepted",13
2022,"Utah","Pac-12","puntReturnTDs",0
2022,"Western Michigan","Mid-American","fumblesLost",8
2022,"Appalachian State","Sun Belt","kickReturns",28
2022,"Bowling Green","Mid-American","games",13
2022,"Florida State","ACC","thirdDowns",168
2022,"Rutgers","Big Ten","kickReturnTDs",0
2022,"Toledo","Mid-American","fumblesLost",11
2022,"Duke","ACC","rushingYards",2394
2022,"UTEP","Conference USA","passingTDs",15
2022,"Houston","American Athletic","passAttempts",501
2022,"Virginia","ACC","turnovers",22
2022,"Wyoming","Mountain West","netPassingYards",1719
2022,"Washington","Pac-12","kickReturns",25
2022,"Eastern Michigan","Mid-American","passingTDs",23
2022,"Texas","Big 12","tacklesForLoss",87
2022,"Georgia Tech","ACC","thirdDowns",180
2022,"Old Dominion","Sun Belt","puntReturns",15
2022,"Florida","SEC","interceptionTDs",2
2022,"Bowling Green","Mid-American","penalties",100
2022,"Northwestern","Big Ten","kickReturnYards",199
2022,"New Mexico State","FBS Independents","fumblesLost",5
2022,"Army","FBS Independents","interceptionYards",74
2022,"Iowa State","Big 12","fourthDownConversions",15
2022,"Coastal Carolina","Sun Belt","passesIntercepted",9
2022,"Kansas State","Big 12","kickReturnYards",804
2022,"Ohio","Mid-American","firstDowns",290
2022,"Temple","American Athletic","rushingYards",989
2022,"Marshall","Sun Belt","netPassingYards",2496
2022,"Liberty","FBS Independents","fourthDowns",23
2022,"NC State","ACC","tacklesForLoss",85
2022,"Boston College","ACC","puntReturnTDs",0
2022,"Georgia Southern","Sun Belt","kickReturnTDs",0
2022,"Indiana","Big Ten","penalties",60
2022,"Texas A&M","SEC","thirdDownConversions",55
2022,"East Carolina","American Athletic","interceptions",5
2022,"San José State","Mountain West","possessionTime",20595
2022,"Utah","Pac-12","sacks",41
2022,"Kansas State","Big 12","thirdDowns",195
2022,"Auburn","SEC","interceptions",12
2022,"Texas State","Sun Belt","passAttempts",442
2022,"South Carolina","SEC","sacks",20
2022,"Florida International","Conference USA","passCompletions",271
2022,"Tennessee","SEC","kickReturnYards",340
2022,"Georgia","SEC","totalYards",7517
2022,"Arkansas State","Sun Belt","thirdDowns",167
2022,"Penn State","Big Ten","totalYards",5637
2022,"San Diego State","Mountain West","thirdDowns",177
2022,"UCLA","Pac-12","sacks",28
2022,"UT San Antonio","Conference USA","rushingTDs",28
2022,"Tulsa","American Athletic","puntReturnYards",85
2022,"San José State","Mountain West","tacklesForLoss",84
2022,"Penn State","Big Ten","puntReturnTDs",0
2022,"Florida International","Conference USA","rushingYards",1250
2022,"Virginia","ACC","kickReturns",20
2022,"Miami (OH)","Mid-American","rushingAttempts",483
2022,"Memphis","American Athletic","totalYards",5492
2022,"Missouri","SEC","rushingYards",2034
2022,"Tulane","American Athletic","netPassingYards",3313
2022,"BYU","FBS Independents","puntReturnTDs",0
2022,"Kansas State","Big 12","passingTDs",21
2022,"Wake Forest","ACC","puntReturns",18
2022,"Hawai'i","Mountain West","thirdDownConversions",67
2022,"Louisiana Tech","Conference USA","games",12
2022,"South Carolina","SEC","interceptions",14
2022,"Western Kentucky","Conference USA","penalties",87
2022,"Western Michigan","Mid-American","turnovers",21
2022,"Virginia Tech","ACC","fourthDowns",14
2022,"Georgia Tech","ACC","penaltyYards",632
2022,"UMass","FBS Independents","interceptionTDs",1
2022,"Kent State","Mid-American","netPassingYards",2582
2022,"UCF","American Athletic","fumblesRecovered",15
2022,"Rice","Conference USA","sacks",20
2022,"Colorado State","Mountain West","fumblesRecovered",12
2022,"TCU","Big 12","rushingAttempts",566
2022,"Kentucky","SEC","penalties",74
2022,"Temple","American Athletic","fumblesLost",11
2022,"Miami","ACC","puntReturns",13
2022,"Mississippi State","SEC","tacklesForLoss",83
2022,"Northwestern","Big Ten","interceptionYards",16
2022,"Penn State","Big Ten","netPassingYards",3283
2022,"James Madison","Sun Belt","puntReturnYards",114
2022,"SMU","American Athletic","netPassingYards",4117
2022,"Mississippi State","SEC","kickReturns",31
2022,"South Alabama","Sun Belt","netPassingYards",3496
2022,"Eastern Michigan","Mid-American","passAttempts",393
2022,"Cincinnati","American Athletic","rushingAttempts",426
2022,"Georgia Tech","ACC","thirdDownConversions",55
2022,"Mississippi State","SEC","turnovers",19
2022,"James Madison","Sun Belt","interceptionYards",97
2022,"Kent State","Mid-American","rushingYards",2433
2022,"Washington","Pac-12","thirdDowns",183
2022,"Kansas State","Big 12","netPassingYards",2947
2022,"North Texas","Conference USA","rushingYards",2770
2022,"Houston","American Athletic","netPassingYards",4082
2022,"UTEP","Conference USA","fourthDowns",28
2022,"NC State","ACC","kickReturnTDs",0
2022,"Ole Miss","SEC","rushingTDs",33
2022,"California","Pac-12","kickReturnYards",342
2022,"Clemson","ACC","fumblesRecovered",11
2022,"Louisiana Monroe","Sun Belt","interceptionTDs",0
2022,"LSU","SEC","passingTDs",23
2022,"Middle Tennessee","Conference USA","penaltyYards",765
2022,"Southern Mississippi","Sun Belt","tacklesForLoss",102
2022,"East Carolina","American Athletic","fourthDownConversions",13
2022,"Ohio","Mid-American","puntReturns",15
2022,"Utah State","Mountain West","interceptions",21
2022,"UNLV","Mountain West","thirdDownConversions",52
2022,"Washington","Pac-12","puntReturns",11
2022,"Vanderbilt","SEC","puntReturnTDs",0
2022,"Louisville","ACC","netPassingYards",2672
2022,"Maryland","Big Ten","thirdDowns",199
2022,"Syracuse","ACC","puntReturnYards",195
2022,"Louisiana","Sun Belt","fourthDownConversions",17
2022,"Toledo","Mid-American","rushingTDs",23
2022,"Georgia Tech","ACC","possessionTime",20383
2022,"San Diego State","Mountain West","firstDowns",205
2022,"San José State","Mountain West","thirdDowns",150
2022,"Navy","American Athletic","kickReturnYards",471
2022,"Akron","Mid-American","thirdDownConversions",52
2022,"Vanderbilt","SEC","totalYards",4167
2022,"Wake Forest","ACC","thirdDownConversions",86
2022,"Southern Mississippi","Sun Belt","firstDowns",233
2022,"Southern Mississippi","Sun Belt","thirdDownConversions",60
2022,"Florida Atlantic","Conference USA","netPassingYards",2715
2022,"Illinois","Big Ten","puntReturns",23
2022,"Michigan State","Big Ten","kickReturnTDs",0
2022,"UCF","American Athletic","kickReturns",33
2022,"Ohio State","Big Ten","passAttempts",410
2022,"Hawai'i","Mountain West","fumblesLost",8
2022,"Western Michigan","Mid-American","rushingAttempts",465
2022,"Vanderbilt","SEC","sacks",17
2022,"Troy","Sun Belt","games",14
2022,"Florida State","ACC","turnovers",14
2022,"South Carolina","SEC","fumblesLost",13
2022,"San José State","Mountain West","turnovers",9
2022,"Louisiana Tech","Conference USA","penalties",81
2022,"South Florida","American Athletic","possessionTime",21226
2022,"Ohio","Mid-American","turnovers",13
2022,"Troy","Sun Belt","thirdDowns",176
2022,"Colorado State","Mountain West","penaltyYards",725
2022,"Wyoming","Mountain West","possessionTime",22703
2022,"Western Michigan","Mid-American","interceptions",13
2022,"UNLV","Mountain West","rushingTDs",18
2022,"San Diego State","Mountain West","passAttempts",342
2022,"Georgia State","Sun Belt","firstDowns",266
2022,"Ball State","Mid-American","netPassingYards",2738
2022,"Ohio","Mid-American","fourthDowns",17
2022,"Ole Miss","SEC","fourthDowns",35
2022,"Notre Dame","FBS Independents","kickReturnYards",347
2022,"Troy","Sun Belt","puntReturnTDs",0
2022,"Florida Atlantic","Conference USA","passCompletions",217
2022,"Oregon","Pac-12","kickReturnTDs",0
2022,"Western Kentucky","Conference USA","rushingYards",2032
2022,"Charlotte","Conference USA","passesIntercepted",9
2022,"West Virginia","Big 12","rushingAttempts",446
2022,"Ohio","Mid-American","penalties",69
2022,"TCU","Big 12","interceptionTDs",4
2022,"Texas A&M","SEC","rushingAttempts",367
2022,"Oklahoma State","Big 12","penalties",46
2022,"Western Kentucky","Conference USA","totalYards",6964
2022,"South Florida","American Athletic","fumblesLost",11
2022,"Georgia Southern","Sun Belt","passAttempts",611
2022,"Baylor","Big 12","interceptions",11
2022,"Clemson","ACC","fumblesLost",12
2022,"Akron","Mid-American","penaltyYards",652
2022,"Auburn","SEC","rushingYards",2470
2022,"Nevada","Mountain West","possessionTime",20510
2022,"Navy","American Athletic","interceptionYards",57
2022,"Colorado","Pac-12","fumblesRecovered",7
2022,"Boise State","Mountain West","interceptionTDs",1
2022,"USC","Pac-12","interceptionTDs",3
2022,"Wake Forest","ACC","puntReturnYards",134
2022,"Akron","Mid-American","interceptionTDs",1
2022,"Virginia","ACC","thirdDownConversions",44
2022,"Troy","Sun Belt","fumblesRecovered",16
2022,"Southern Mississippi","Sun Belt","penaltyYards",774
2022,"California","Pac-12","games",12
2022,"Texas Tech","Big 12","passingTDs",26
2022,"Southern Mississippi","Sun Belt","interceptionTDs",3
2022,"Arkansas State","Sun Belt","fourthDownConversions",14
2022,"LSU","SEC","kickReturns",17
2022,"Ohio State","Big Ten","rushingAttempts",466
2022,"James Madison","Sun Belt","kickReturns",22
2022,"Memphis","American Athletic","fourthDownConversions",13
2022,"Miami (OH)","Mid-American","sacks",28
2022,"James Madison","Sun Belt","puntReturnTDs",0
2022,"NC State","ACC","fourthDownConversions",8
2022,"Washington","Pac-12","kickReturnYards",487
2022,"Washington","Pac-12","passAttempts",575
2022,"Temple","American Athletic","passingTDs",18
2022,"East Carolina","American Athletic","passingTDs",28
2022,"Virginia","ACC","fourthDownConversions",7
2022,"Washington State","Pac-12","passesIntercepted",12
2022,"Western Kentucky","Conference USA","passCompletions",402
2022,"Kansas State","Big 12","rushingAttempts",569
2022,"Navy","American Athletic","fourthDowns",37
