"season","team","conference","statName","statValue"
2022,"Maryland","Big Ten","puntReturnTDs",0
2022,"Appalachian State","Sun Belt","puntReturnYards",78
2022,"Florida Atlantic","Conference USA","sacks",19
2022,"NC State","ACC","rushingTDs",8
2022,"Connecticut","FBS Independents","tacklesForLoss",54
2022,"Middle Tennessee","Conference USA","puntReturnTDs",2
2022,"Georgia State","Sun Belt","passCompletions",173
2022,"NC State","ACC","kickReturns",19
2022,"Toledo","Mid-American","interceptionTDs",2
2022,"Vanderbilt","SEC","kickReturns",24
2022,"South Carolina","SEC","kickReturnTDs",1
2022,"Purdue","Big Ten","kickReturns",28
2022,"Houston","American Athletic","turnovers",19
2022,"Georgia","SEC","thirdDownConversions",93
2022,"East Carolina","American Athletic","passesIntercepted",10
2022,"Texas","Big 12","netPassingYards",3138
2022,"BYU","FBS Independents","fourthDownConversions",8
2022,"Syracuse","ACC","passAttempts",370
2022,"Kansas","Big 12","interceptionYards",208
2022,"Vanderbilt","SEC","fumblesRecovered",16
2022,"West Virginia","Big 12","possessionTime",22559
2022,"Bowling Green","Mid-American","thirdDowns",188
2022,"Florida International","Conference USA","kickReturns",36
2022,"Louisiana Monroe","Sun Belt","penaltyYards",537
2022,"Missouri","SEC","fourthDownConversions",9
2022,"Washington State","Pac-12","totalYards",4681
2022,"Louisville","ACC","thirdDowns",177
2022,"Missouri","SEC","puntReturns",13
2022,"Florida","SEC","fumblesLost",5
2022,"Florida Atlantic","Conference USA","fumblesLost",8
2022,"North Texas","Conference USA","thirdDowns",189
2022,"Minnesota","Big Ten","passCompletions",172
2022,"Baylor","Big 12","kickReturns",35
2022,"North Carolina","ACC","penalties",86
2022,"Miami (OH)","Mid-American","kickReturns",18
2022,"UCLA","Pac-12","passAttempts",419
2022,"Western Kentucky","Conference USA","puntReturnYards",135
2022,"Tulane","American Athletic","kickReturnYards",723
2022,"Iowa State","Big 12","passAttempts",479
2022,"Northwestern","Big Ten","rushingAttempts",469
2022,"UMass","FBS Independents","netPassingYards",1403
2022,"Mississippi State","SEC","possessionTime",23380
2022,"Western Michigan","Mid-American","penaltyYards",755
2022,"Southern Mississippi","Sun Belt","fourthDownConversions",12
2022,"Tennessee","SEC","puntReturnYards",331
2022,"Louisiana Monroe","Sun Belt","turnovers",15
2022,"UTEP","Conference USA","passCompletions",203
2022,"Colorado","Pac-12","fumblesLost",12
2022,"Georgia State","Sun Belt","possessionTime",20784
2022,"BYU","FBS Independents","kickReturnTDs",0
2022,"UAB","Conference USA","rushingYards",3056
2022,"Toledo","Mid-American","puntReturnYards",252
2022,"Nebraska","Big Ten","interceptionTDs",0
2022,"Miami","ACC","penaltyYards",715
2022,"Rice","Conference USA","totalYards",4865
2022,"UMass","FBS Independents","interceptions",14
2022,"Coastal Carolina","Sun Belt","netPassingYards",3200
2022,"Air Force","Mountain West","kickReturns",5
2022,"Baylor","Big 12","penaltyYards",533
2022,"Missouri","SEC","thirdDowns",193
2022,"Colorado","Pac-12","passCompletions",179
2022,"Western Michigan","Mid-American","fourthDownConversions",13
2022,"Boston College","ACC","netPassingYards",2965
2022,"New Mexico State","FBS Independents","passesIntercepted",7
2022,"Memphis","American Athletic","thirdDowns",194
2022,"Kent State","Mid-American","sacks",26
2022,"Kent State","Mid-American","firstDowns",274
2022,"Western Kentucky","Conference USA","fumblesLost",10
2022,"Washington State","Pac-12","rushingTDs",17
2022,"Coastal Carolina","Sun Belt","thirdDowns",173
2022,"Michigan","Big Ten","penaltyYards",448
2022,"Clemson","ACC","interceptionYards",153
2022,"UMass","FBS Independents","passesIntercepted",9
2022,"Oregon","Pac-12","interceptionYards",207
2022,"Indiana","Big Ten","passAttempts",482
2022,"Pittsburgh","ACC","rushingTDs",30
2022,"Georgia","SEC","possessionTime",30211
2022,"Louisiana Tech","Conference USA","thirdDowns",177
2022,"Temple","American Athletic","kickReturnTDs",0
2022,"Liberty","FBS Independents","passesIntercepted",14
2022,"Fresno State","Mountain West","possessionTime",26266
2022,"Pittsburgh","ACC","penalties",96
2022,"Western Michigan","Mid-American","puntReturns",10
2022,"Ohio State","Big Ten","passingTDs",42
2022,"Akron","Mid-American","netPassingYards",3124
2022,"Tulsa","American Athletic","fumblesLost",8
2022,"LSU","SEC","interceptions",7
2022,"NC State","ACC","penaltyYards",752
2022,"Toledo","Mid-American","possessionTime",24795
2022,"Kansas State","Big 12","rushingYards",2916
2022,"Nevada","Mountain West","turnovers",17
2022,"UNLV","Mountain West","interceptions",7
2022,"Northwestern","Big Ten","rushingYards",1501
2022,"Washington","Pac-12","tacklesForLoss",71
2022,"Arkansas State","Sun Belt","kickReturnTDs",1
2022,"Maryland","Big Ten","interceptionYards",61
2022,"Liberty","FBS Independents","sacks",41
2022,"Air Force","Mountain West","interceptions",2
2022,"Louisiana Tech","Conference USA","passCompletions",254
2022,"Ohio State","Big Ten","games",13
2022,"Northwestern","Big Ten","passAttempts",417
2022,"Illinois","Big Ten","fumblesRecovered",9
2022,"Wisconsin","Big Ten","fumblesRecovered",4
2022,"Ole Miss","SEC","netPassingYards",3118
2022,"Miami (OH)","Mid-American","thirdDowns",185
2022,"Nevada","Mountain West","puntReturnYards",103
2022,"Wake Forest","ACC","fourthDowns",30
2022,"California","Pac-12","puntReturnTDs",0
2022,"Southern Mississippi","Sun Belt","thirdDowns",177
2022,"UNLV","Mountain West","passingTDs",15
2022,"Utah","Pac-12","totalYards",6537
2022,"SMU","American Athletic","kickReturnYards",362
2022,"Oklahoma State","Big 12","passAttempts",524
2022,"Cincinnati","American Athletic","fourthDownConversions",13
2022,"South Alabama","Sun Belt","interceptionYards",114
2022,"Louisiana Monroe","Sun Belt","kickReturnYards",511
2022,"Coastal Carolina","Sun Belt","fourthDownConversions",12
2022,"Oklahoma","Big 12","firstDowns",309
2022,"Liberty","FBS Independents","kickReturnYards",810
2022,"Georgia State","Sun Belt","interceptionYards",114
2022,"Baylor","Big 12","thirdDowns",179
2022,"Cincinnati","American Athletic","thirdDowns",181
2022,"Ball State","Mid-American","turnovers",21
2022,"Notre Dame","FBS Independents","penalties",60
2022,"Army","FBS Independents","fumblesLost",8
2022,"Wisconsin","Big Ten","puntReturnTDs",0
2022,"North Carolina","ACC","firstDowns",344
2022,"California","Pac-12","interceptionYards",127
2022,"Baylor","Big 12","passingTDs",19
2022,"Louisville","ACC","penaltyYards",858
2022,"Ohio","Mid-American","kickReturnYards",1115
2022,"Duke","ACC","fumblesLost",4
2022,"Iowa","Big Ten","passCompletions",192
2022,"Temple","American Athletic","rushingTDs",11
2022,"Old Dominion","Sun Belt","totalYards",4074
2022,"Maryland","Big Ten","possessionTime",24262
2022,"Michigan State","Big Ten","fourthDownConversions",12
2022,"Georgia Tech","ACC","interceptions",9
2022,"Virginia","ACC","passCompletions",185
2022,"Nebraska","Big Ten","kickReturnTDs",0
2022,"Nevada","Mountain West","totalYards",3654
2022,"Southern Mississippi","Sun Belt","netPassingYards",2698
2022,"Louisville","ACC","interceptionYards",214
2022,"Penn State","Big Ten","thirdDownConversions",68
2022,"Fresno State","Mountain West","thirdDownConversions",81
2022,"Notre Dame","FBS Independents","fourthDownConversions",7
2022,"Akron","Mid-American","rushingTDs",15
2022,"Arkansas","SEC","passingTDs",26
2022,"Iowa","Big Ten","fumblesLost",10
2022,"Boston College","ACC","interceptionYards",87
2022,"Washington","Pac-12","rushingAttempts",402
2022,"New Mexico","Mountain West","fumblesLost",5
2022,"Notre Dame","FBS Independents","tacklesForLoss",78
2022,"Northwestern","Big Ten","netPassingYards",2524
2022,"North Texas","Conference USA","interceptionYards",149
2022,"Wisconsin","Big Ten","passCompletions",188
2022,"Coastal Carolina","Sun Belt","kickReturns",31
2022,"Oklahoma State","Big 12","firstDowns",289
2022,"Kentucky","SEC","puntReturnYards",114
2022,"Miami (OH)","Mid-American","netPassingYards",2152
2022,"San José State","Mountain West","kickReturns",23
2022,"New Mexico","Mountain West","fourthDownConversions",4
2022,"Louisiana Monroe","Sun Belt","puntReturnYards",29
2022,"TCU","Big 12","passesIntercepted",16
2022,"New Mexico State","FBS Independents","tacklesForLoss",71
2022,"Middle Tennessee","Conference USA","kickReturns",16
2022,"Texas Tech","Big 12","passAttempts",570
2022,"Arizona State","Pac-12","fumblesLost",8
2022,"Northwestern","Big Ten","fumblesLost",13
2022,"Minnesota","Big Ten","puntReturnTDs",0
2022,"Navy","American Athletic","kickReturns",24
2022,"Western Kentucky","Conference USA","puntReturns",16
2022,"Houston","American Athletic","interceptionYards",222
2022,"Kentucky","SEC","rushingTDs",9
2022,"Iowa State","Big 12","possessionTime",23128
2022,"Nevada","Mountain West","firstDowns",203
2022,"North Carolina","ACC","netPassingYards",4330
2022,"Ohio","Mid-American","passingTDs",28
2022,"Mississippi State","SEC","passAttempts",634
2022,"Wake Forest","ACC","rushingYards",1711
2022,"Troy","Sun Belt","kickReturns",19
2022,"Tulane","American Athletic","totalYards",6181
2022,"UCLA","Pac-12","netPassingYards",3447
2022,"Western Michigan","Mid-American","puntReturnYards",47
2022,"Kansas","Big 12","penaltyYards",605
2022,"Air Force","Mountain West","fumblesLost",11
2022,"Duke","ACC","netPassingYards",3010
2022,"Memphis","American Athletic","passAttempts",455
2022,"Michigan","Big Ten","rushingTDs",41
2022,"UAB","Conference USA","possessionTime",24904
2022,"Louisiana","Sun Belt","tacklesForLoss",59
2022,"UT San Antonio","Conference USA","kickReturnYards",423
2022,"Georgia","SEC","interceptions",7
2022,"Minnesota","Big Ten","tacklesForLoss",43
2022,"UTEP","Conference USA","puntReturnYards",100
2022,"New Mexico","Mountain West","passCompletions",138
2022,"Liberty","FBS Independents","kickReturns",39
2022,"Alabama","SEC","fumblesRecovered",9
2022,"Florida State","ACC","fourthDowns",23
2022,"UTEP","Conference USA","passesIntercepted",5
2022,"Temple","American Athletic","interceptionYards",136
2022,"Appalachian State","Sun Belt","puntReturnTDs",0
2022,"South Carolina","SEC","rushingAttempts",410
2022,"Ball State","Mid-American","possessionTime",20158
2022,"Clemson","ACC","rushingYards",2497
2022,"Texas State","Sun Belt","rushingTDs",9
2022,"Syracuse","ACC","possessionTime",22022
2022,"Rutgers","Big Ten","interceptionYards",65
2022,"Louisville","ACC","passesIntercepted",15
2022,"Auburn","SEC","fumblesRecovered",12
2022,"Georgia Tech","ACC","passAttempts",381
2022,"North Texas","Conference USA","rushingTDs",24
2022,"Nevada","Mountain West","netPassingYards",2227
2022,"Colorado","Pac-12","possessionTime",19718
2022,"Rice","Conference USA","interceptions",20
2022,"NC State","ACC","puntReturnTDs",1
2022,"Wisconsin","Big Ten","thirdDownConversions",68
2022,"Kansas State","Big 12","fourthDowns",29
2022,"Texas","Big 12","firstDowns",296
2022,"Coastal Carolina","Sun Belt","sacks",34
2022,"UNLV","Mountain West","puntReturnTDs",0
2022,"Louisiana Monroe","Sun Belt","games",12
2022,"BYU","FBS Independents","rushingYards",2293
2022,"UT San Antonio","Conference USA","puntReturns",14
2022,"Pittsburgh","ACC","fumblesLost",9
2022,"Kansas","Big 12","passAttempts",371
2022,"Marshall","Sun Belt","fourthDownConversions",6
2022,"Kent State","Mid-American","passAttempts",349
2022,"New Mexico State","FBS Independents","thirdDowns",164
2022,"South Carolina","SEC","possessionTime",22366
2022,"Louisiana Monroe","Sun Belt","passingTDs",16
2022,"Miami (OH)","Mid-American","puntReturns",24
2022,"Texas A&M","SEC","fourthDownConversions",4
2022,"Akron","Mid-American","interceptions",10
2022,"Western Kentucky","Conference USA","interceptions",12
2022,"Alabama","SEC","kickReturnTDs",0
2022,"Navy","American Athletic","firstDowns",211
2022,"Connecticut","FBS Independents","interceptionTDs",0
2022,"Temple","American Athletic","fourthDowns",33
2022,"Boise State","Mountain West","turnovers",17
2022,"Northwestern","Big Ten","fourthDownConversions",19
2022,"Northwestern","Big Ten","games",12
2022,"Georgia Tech","ACC","interceptionTDs",1
2022,"TCU","Big 12","possessionTime",27379
2022,"UCF","American Athletic","fourthDowns",30
2022,"Oregon","Pac-12","penalties",88
2022,"Michigan","Big Ten","tacklesForLoss",68
2022,"Wyoming","Mountain West","interceptionYards",54
2022,"Oklahoma","Big 12","fourthDowns",27
2022,"Arkansas","SEC","fourthDowns",20
2022,"Tulsa","American Athletic","thirdDowns",169
2022,"Texas State","Sun Belt","rushingYards",1236
2022,"James Madison","Sun Belt","fumblesLost",10
2022,"Southern Mississippi","Sun Belt","puntReturnTDs",0
2022,"Kansas","Big 12","rushingTDs",29
2022,"Utah State","Mountain West","rushingAttempts",549
2022,"Old Dominion","Sun Belt","interceptions",7
2022,"Northern Illinois","Mid-American","sacks",29
2022,"Houston","American Athletic","rushingAttempts",401
2022,"Rutgers","Big Ten","fumblesLost",6
2022,"Washington","Pac-12","games",13
2022,"UMass","FBS Independents","fourthDowns",27
2022,"UT San Antonio","Conference USA","penaltyYards",876
2022,"LSU","SEC","sacks",27
2022,"Toledo","Mid-American","games",14
2022,"UT San Antonio","Conference USA","fourthDownConversions",13
2022,"Maryland","Big Ten","kickReturns",37
2022,"Liberty","FBS Independents","puntReturns",18
2022,"Purdue","Big Ten","turnovers",23
2022,"TCU","Big 12","rushingYards",2899
2022,"Minnesota","Big Ten","thirdDowns",168
2022,"Utah State","Mountain West","interceptionYards",90
2022,"TCU","Big 12","passCompletions",292
2022,"West Virginia","Big 12","penaltyYards",636
2022,"South Florida","American Athletic","games",12
2022,"Wisconsin","Big Ten","passingTDs",21
2022,"Iowa","Big Ten","passesIntercepted",15
2022,"South Florida","American Athletic","penalties",55
2022,"Iowa State","Big 12","thirdDowns",191
2022,"Texas State","Sun Belt","kickReturnYards",434
2022,"Washington","Pac-12","fourthDowns",29
2022,"Miami (OH)","Mid-American","kickReturnTDs",0
2022,"Oregon","Pac-12","fumblesRecovered",10
2022,"UCF","American Athletic","rushingAttempts",615
2022,"Ohio State","Big Ten","penalties",73
2022,"Washington State","Pac-12","sacks",30
2022,"West Virginia","Big 12","fourthDowns",32
2022,"UAB","Conference USA","puntReturnYards",126
2022,"Houston","American Athletic","rushingTDs",17
2022,"Miami (OH)","Mid-American","passesIntercepted",11
2022,"UCF","American Athletic","sacks",21
2022,"Oklahoma State","Big 12","turnovers",23
2022,"USC","Pac-12","puntReturnTDs",0
2022,"Ohio","Mid-American","rushingTDs",23
2022,"Wisconsin","Big Ten","puntReturnYards",132
2022,"Texas A&M","SEC","sacks",19
2022,"Wisconsin","Big Ten","thirdDowns",169
2022,"Oklahoma State","Big 12","fourthDownConversions",5
2022,"Old Dominion","Sun Belt","thirdDownConversions",47
2022,"Michigan","Big Ten","puntReturnTDs",1
2022,"Air Force","Mountain West","passesIntercepted",9
2022,"Ohio","Mid-American","kickReturnTDs",1
2022,"Northern Illinois","Mid-American","interceptionTDs",1
2022,"Louisiana","Sun Belt","turnovers",17
2022,"Fresno State","Mountain West","puntReturnTDs",2
2022,"Notre Dame","FBS Independents","sacks",37
2022,"Georgia","SEC","passCompletions",336
2022,"Nevada","Mountain West","rushingTDs",19
2022,"South Carolina","SEC","fumblesRecovered",11
2022,"USC","Pac-12","tacklesForLoss",77
2022,"Southern Mississippi","Sun Belt","rushingAttempts",476
2022,"Virginia Tech","ACC","fumblesLost",6
2022,"Connecticut","FBS Independents","puntReturns",16
2022,"Iowa","Big Ten","rushingTDs",12
2022,"Washington","Pac-12","thirdDownConversions",104
2022,"Notre Dame","FBS Independents","fourthDowns",16
2022,"Louisiana","Sun Belt","games",13
2022,"UAB","Conference USA","passingTDs",15
2022,"Pittsburgh","ACC","passCompletions",223
2022,"Louisiana Tech","Conference USA","rushingAttempts",400
2022,"Northern Illinois","Mid-American","totalYards",4477
2022,"Marshall","Sun Belt","kickReturns",20
2022,"East Carolina","American Athletic","kickReturns",33
2022,"Ohio State","Big Ten","puntReturnTDs",0
2022,"Florida International","Conference USA","fumblesLost",4
2022,"Florida","SEC","firstDowns",260
2022,"Utah","Pac-12","rushingAttempts",560
2022,"Auburn","SEC","passAttempts",308
2022,"Tulane","American Athletic","passAttempts",379
2022,"BYU","FBS Independents","tacklesForLoss",48
2022,"North Texas","Conference USA","fumblesLost",6
2022,"Wyoming","Mountain West","passAttempts",304
2022,"Arkansas State","Sun Belt","tacklesForLoss",77
2022,"South Alabama","Sun Belt","kickReturns",27
2022,"BYU","FBS Independents","kickReturnYards",450
2022,"Georgia","SEC","fourthDownConversions",13
2022,"Oklahoma State","Big 12","totalYards",5267
2022,"Michigan State","Big Ten","passCompletions",258
2022,"Louisville","ACC","passCompletions",218
2022,"South Alabama","Sun Belt","penaltyYards",915
2022,"Notre Dame","FBS Independents","passAttempts",338
2022,"SMU","American Athletic","rushingTDs",26
2022,"Ohio State","Big Ten","penaltyYards",624
2022,"Cincinnati","American Athletic","passesIntercepted",11
2022,"Texas","Big 12","rushingAttempts",470
2022,"Illinois","Big Ten","sacks",27
2022,"Louisiana","Sun Belt","interceptions",9
2022,"Mississippi State","SEC","totalYards",5106
2022,"Arizona State","Pac-12","kickReturnYards",757
